A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,label
2202,129,30,201,102,767,252,207,59,182,1
2139,101,32,108,61,702,253,180,30,42,1
2153,158,24,0,0,900,237,236,114,741,1
2143,135,2,0,0,937,222,238,151,721,1
2109,160,25,30,4,1376,236,236,114,789,1
2106,194,23,30,7,1385,209,251,165,785,1
2321,139,14,426,27,1323,240,235,122,932,1
2319,183,19,391,25,1273,222,249,152,872,1
2328,243,21,351,34,1200,175,251,210,782,1
2342,257,28,342,48,1176,145,243,230,752,1
2360,251,25,335,66,1153,158,248,222,722,1
2356,124,33,330,62,1106,253,194,39,663,1
2309,145,26,342,15,1040,245,225,91,573,1
2304,211,20,362,10,997,199,254,183,514,1
2325,243,23,366,212,955,167,251,216,454,1
2337,206,11,342,226,934,213,250,171,424,1
2315,103,37,297,204,895,252,166,6,365,1
2289,105,41,277,185,876,250,157,0,335,1
2264,109,39,255,160,858,252,167,0,306,1
2224,115,32,212,124,824,254,190,36,247,1
2179,126,27,162,79,778,253,209,65,162,1
2167,129,26,153,76,765,252,214,73,134,1
2146,126,25,124,59,741,252,214,74,85,1
2137,113,29,95,59,731,254,195,47,67,1
2095,98,31,42,17,713,252,180,32,67,1
2078,97,16,30,2,706,244,215,95,85,1
2078,279,9,0,0,700,196,241,184,108,1
2203,59,21,0,0,900,231,190,83,934,1
2195,50,26,30,-2,870,221,176,74,904,1
2162,73,27,0,0,810,239,177,51,845,1
2149,98,19,0,0,780,247,210,84,815,1
2004,106,10,0,0,240,238,228,120,285,1
1990,126,10,0,0,180,238,233,125,228,1
3018,330,17,134,30,180,177,216,178,1406,0
2145,144,9,0,0,907,233,239,137,780,1
2107,242,24,0,0,1418,166,251,216,812,1
2100,76,27,30,19,1430,241,179,50,811,1
2317,109,17,450,23,1340,247,219,96,934,1
2310,145,15,433,16,1315,240,236,122,904,1
2310,202,17,402,16,1266,210,253,172,845,1
2314,237,17,390,20,1242,187,253,200,815,1
2325,266,24,379,31,1218,151,242,225,785,1
2355,253,17,365,61,1172,180,249,206,726,1
2360,143,18,361,66,1149,243,233,111,696,1
2323,121,35,361,29,1104,253,188,30,636,1
2308,129,30,365,14,1082,252,207,60,607,1
2291,177,17,379,-2,1040,226,247,147,547,1
2322,246,21,350,209,977,171,251,213,459,1
2331,185,15,324,218,957,221,249,157,430,1
2304,117,41,277,193,918,251,169,3,371,1
2278,115,43,255,167,900,249,159,0,342,1
2253,117,41,234,149,882,251,168,0,313,1
2216,122,33,192,116,849,254,193,37,256,1
2199,122,31,170,99,834,254,199,48,228,1
2185,121,28,150,85,819,254,205,59,201,1
2159,125,25,124,59,792,252,213,72,150,1
2124,128,29,85,37,759,253,207,59,95,1
2110,113,30,60,32,750,254,194,44,90,1
2078,85,13,0,0,735,238,218,109,108,1
2217,68,18,30,-11,930,236,200,89,967,1
2139,83,24,0,0,750,245,189,60,789,1
2008,21,3,0,0,270,217,232,152,323,1
2011,8,15,30,2,240,202,209,143,295,1
2006,35,23,30,2,210,210,182,97,268,1
2897,54,10,612,147,1490,226,218,124,888,0
2149,68,9,0,0,916,229,223,126,819,1
2151,349,12,30,1,932,198,220,161,808,1
2104,134,15,0,0,1380,243,231,113,859,1
2103,25,4,0,0,1381,218,231,150,853,1
2102,31,14,30,-2,1383,216,209,127,849,1
2095,8,9,30,-3,1385,210,223,150,845,1
2101,268,18,0,0,1388,172,244,210,842,1
2093,16,6,0,0,1406,215,227,149,842,1
2328,91,16,492,34,1381,243,214,97,967,1
2305,119,18,458,11,1332,248,222,96,908,1
2298,126,29,395,4,1103,253,206,60,612,1
2287,141,22,400,167,1082,246,228,99,582,1
2320,229,20,324,207,999,187,254,199,466,1
2319,160,22,309,206,979,237,239,121,437,1
2311,135,35,283,198,960,249,199,46,408,1
2220,125,37,192,116,890,252,188,29,295,1
2203,128,34,170,99,875,252,196,41,268,1
2188,129,31,150,88,860,252,204,55,242,1
2164,128,28,108,64,832,252,209,64,192,1
2126,133,31,85,35,797,251,208,60,134,1
2112,135,28,67,25,787,250,215,72,124,1
2103,126,24,42,16,779,251,216,78,120,1
2080,62,8,0,0,765,227,223,130,134,1
2257,102,16,0,0,1050,245,217,96,973,1
2250,72,17,0,0,1020,237,206,95,990,1
1997,45,25,0,0,150,218,177,81,234,1
2915,36,8,631,31,1379,220,221,137,1100,0
2946,261,11,541,82,1670,192,246,193,1189,0
2155,347,9,30,-3,942,204,226,161,847,1
2107,130,19,30,3,1350,247,226,100,895,1
2111,321,17,30,7,1351,175,222,186,883,1
2107,23,22,30,6,1355,202,188,115,875,1
2104,328,13,0,0,1358,187,224,176,872,1
2096,338,8,0,0,1377,204,229,165,872,1
2335,68,8,499,256,1423,228,225,130,1001,1
2327,96,19,516,33,1398,247,209,84,972,1
2315,102,23,499,21,1374,251,202,66,942,1
2291,157,10,470,-2,1326,231,242,142,883,1
2298,240,18,457,4,1302,183,252,203,853,1
2341,231,26,430,47,1233,171,253,209,765,1
2322,127,34,420,28,1167,252,195,40,677,1
2289,125,29,404,164,1124,253,206,59,618,1
2277,143,22,382,152,1103,245,229,101,589,1
2275,197,18,361,155,1082,212,252,168,560,1
2284,229,24,339,164,1062,175,253,207,532,1
2296,234,29,319,176,1041,159,250,216,503,1
2311,208,23,300,191,1022,197,254,182,474,1
2308,150,27,283,195,1003,243,227,94,446,1
2293,131,38,268,180,984,249,190,31,418,1
2207,125,35,170,96,916,252,190,32,309,1
2191,127,33,150,87,900,253,198,44,283,1
2164,136,30,108,64,872,250,211,66,234,1
2126,137,32,60,26,836,249,209,61,175,1
2094,136,14,30,7,808,241,234,119,150,1
2087,79,10,0,0,800,233,223,121,153,1
2272,95,18,30,9,1110,245,211,89,926,1
2263,68,13,0,0,1080,233,214,111,939,1
2086,56,22,0,0,570,228,186,80,626,1
2073,76,21,0,0,540,240,196,76,598,1
2015,93,12,0,0,330,239,222,111,402,1
1995,52,22,0,0,120,225,187,85,234,1
2106,300,15,0,0,1320,176,232,196,918,1
2113,11,17,0,0,1328,201,204,138,902,1
2324,92,24,541,245,1416,248,196,63,977,1
2311,102,25,525,17,1392,252,199,59,947,1
2298,107,22,510,4,1368,251,209,75,918,1
2289,141,10,497,-4,1345,236,237,131,888,1
2291,228,18,485,-2,1321,190,254,196,859,1
2327,215,26,459,33,1253,184,253,192,771,1
2333,172,24,454,39,1231,228,243,133,742,1
2309,128,32,433,183,1188,252,201,50,684,1
2280,124,29,384,155,1146,253,206,59,626,1
2267,142,23,361,142,1124,246,228,98,598,1
2265,194,20,339,140,1104,213,252,164,569,1
2273,220,27,319,153,1084,178,253,199,541,1
2296,194,28,277,176,1045,202,249,163,485,1
2294,153,32,258,174,1026,239,222,87,457,1
2279,130,39,242,166,1008,249,188,28,430,1
2255,123,41,228,142,990,250,174,0,402,1
2234,121,39,201,121,973,251,178,15,376,1
2214,120,37,175,103,957,253,183,22,350,1
2180,125,33,127,69,927,253,197,43,300,1
2138,136,33,67,38,886,249,206,57,234,1
2124,137,33,42,24,875,249,207,58,216,1
2110,138,28,30,10,864,249,217,76,201,1
2100,127,19,30,0,854,248,224,95,190,1
2090,90,7,30,0,845,231,229,130,182,1
2091,355,10,0,0,837,203,222,157,180,1
2094,4,17,0,0,830,195,205,145,182,1
2094,9,17,0,0,824,198,203,139,190,1
2092,343,13,0,0,819,193,219,165,201,1
2285,57,18,67,22,1124,229,200,97,886,1
2049,87,24,0,0,480,247,194,63,552,1
2016,352,10,0,0,330,203,223,158,417,1
2115,163,16,42,5,1293,233,243,135,1008,1
2104,154,9,30,-1,1290,231,241,141,977,1
2122,50,14,0,0,1299,226,209,114,932,1
2109,97,15,0,0,1307,244,216,98,930,1
2342,77,18,514,261,1458,240,205,89,1012,1
2326,86,27,543,241,1434,247,183,47,983,1
2295,95,21,537,1,1387,248,204,74,924,1
2294,241,23,503,0,1318,169,251,214,837,1
2306,234,24,495,12,1296,173,253,209,808,1
2298,133,30,417,172,1209,251,210,63,693,1
2271,122,28,366,145,1167,254,205,58,636,1
2258,137,24,342,133,1146,249,222,87,607,1
2253,183,22,319,128,1126,220,248,150,579,1
2260,210,29,297,135,1106,183,251,188,552,1
2271,207,33,277,151,1087,180,248,182,524,1
2273,161,37,234,153,1050,229,220,88,470,1
2242,126,38,201,129,1015,250,185,23,417,1
2169,116,32,108,58,953,254,191,38,319,1
2153,123,32,85,42,939,254,198,45,297,1
2139,129,31,67,35,926,252,204,54,277,1
2100,352,23,0,0,874,172,193,154,212,1
2100,6,19,0,0,849,194,201,141,228,1
2027,102,12,0,0,420,239,225,114,510,1
2021,343,13,0,0,360,192,219,165,458,1
2885,273,12,331,87,1965,188,243,195,892,0
2158,351,11,0,0,981,199,221,159,738,1
2115,164,18,30,5,1273,234,242,132,1073,1
2116,8,2,30,0,1266,217,235,155,1048,1
2110,60,9,0,0,1261,228,221,126,1025,1
2106,47,8,0,0,1260,223,223,135,1015,1
2107,354,7,0,0,1260,209,228,157,1006,1
2116,77,16,0,0,1273,238,210,98,960,1
2106,52,13,0,0,1277,227,212,117,960,1
2346,181,10,488,270,1466,224,247,155,1048,1
2339,126,21,518,264,1476,250,220,87,1019,1
2310,101,27,551,152,1429,252,194,52,960,1
2296,100,22,537,138,1406,250,205,72,931,1
2286,109,13,524,128,1383,242,225,110,902,1
2290,238,20,497,150,1338,180,253,206,845,1
2302,226,22,484,162,1316,184,254,200,816,1
2305,160,28,457,169,1273,235,233,108,759,1
2284,144,29,402,154,1230,246,220,80,702,1
2277,135,27,376,151,1209,250,216,75,674,1
2263,126,29,350,137,1189,253,206,59,646,1
2240,171,22,300,115,1149,229,243,134,591,1
2244,202,28,277,119,1129,195,251,175,564,1
2249,163,37,212,129,1074,226,221,92,484,1
2242,149,37,192,122,1057,238,209,64,458,1
2227,137,35,175,107,1040,248,202,50,433,1
2199,116,30,150,86,1008,254,195,44,384,1
2182,107,30,124,69,994,254,189,39,361,1
2164,105,32,95,53,979,254,182,29,339,1
2143,110,32,67,32,966,254,187,35,319,1
2128,117,28,42,17,953,254,200,53,300,1
2108,338,16,0,0,920,183,215,170,256,1
2034,104,16,0,0,450,246,217,95,551,1
2027,19,11,0,0,420,212,217,141,525,1
2933,301,3,474,49,1392,211,238,165,1245,0
2964,289,14,484,8,1579,179,238,198,1273,0
3011,208,7,376,27,1205,215,247,167,1653,0
2164,337,10,0,0,1008,197,225,167,711,1
2123,141,26,42,12,1259,247,222,86,1142,1
2108,155,7,30,-1,1248,228,241,146,1114,1
2117,327,14,0,0,1239,184,223,178,1087,1
2108,340,12,30,2,1230,195,223,166,1034,1
2291,118,23,510,133,1425,252,213,76,940,1
2280,152,31,417,144,1273,240,223,88,741,1
2264,146,30,362,134,1231,245,220,81,685,1
2231,190,26,258,106,1153,209,249,157,577,1
2201,140,32,134,81,1050,247,212,67,426,1
2189,133,30,124,76,1034,251,210,63,404,1
2176,121,29,108,63,1020,254,202,54,382,1
2160,108,32,85,47,1006,254,185,32,361,1
2140,105,32,60,29,993,254,182,29,342,1
2111,95,13,0,0,969,240,221,110,309,1
2122,5,22,0,0,902,186,192,138,309,1
2037,125,19,0,0,481,248,223,94,592,1
2953,276,12,446,145,1630,189,242,193,1224,0
2290,171,6,300,28,127,225,243,153,301,1
2168,316,15,0,0,1034,179,226,187,685,1
2124,145,19,30,8,1237,242,234,113,1183,1
2114,336,19,0,0,1218,175,211,173,1140,1
2129,341,27,30,19,1209,152,188,168,1115,1
2305,132,24,516,142,1448,250,219,82,1006,1
2295,127,23,499,132,1465,251,217,81,977,1
2276,122,13,470,118,1423,242,229,114,920,1
2272,161,9,457,114,1401,230,242,144,892,1
2273,186,23,430,127,1358,216,249,154,836,1
2275,174,26,417,135,1337,225,242,133,808,1
2263,152,27,390,127,1294,241,229,98,752,1
2228,129,23,295,102,1214,250,220,86,644,1
2214,173,22,242,88,1176,228,244,137,592,1
2216,185,27,216,91,1158,214,247,149,566,1
2219,175,28,192,94,1140,223,241,131,541,1
2208,148,30,150,88,1107,243,221,83,492,1
2175,147,32,95,55,1061,243,217,76,424,1
2165,141,31,85,52,1047,247,214,70,404,1
2154,126,33,67,41,1033,253,199,46,384,1
2118,113,22,30,7,1008,251,211,77,350,1
2130,16,22,0,0,930,195,187,122,350,1
2039,130,17,0,0,514,246,228,105,633,1
2990,248,3,417,70,404,214,241,165,1537,0
2286,189,6,270,24,150,220,244,159,300,1
2167,302,9,0,0,1015,196,236,180,644,1
2121,162,23,0,0,1224,235,238,120,1240,1
2121,334,21,0,0,1194,166,206,176,1181,1
2128,331,30,30,17,1189,137,189,183,1167,1
2297,113,18,492,134,1423,248,219,94,1015,1
2287,101,16,474,124,1440,245,217,97,987,1
2206,97,13,228,80,1200,241,221,108,607,1
2203,158,15,201,77,1182,235,241,132,582,1
2200,158,27,150,75,1148,237,232,107,534,1
2180,141,34,108,60,1116,246,209,61,488,1
2167,145,34,85,47,1101,244,212,68,467,1
2157,151,33,67,37,1087,240,218,79,446,1
2137,140,33,42,24,1060,247,210,63,408,1
2123,130,27,30,10,1048,252,213,69,391,1
2140,333,20,0,0,960,170,210,177,391,1
2039,350,7,0,0,518,208,228,159,649,1
2130,172,11,60,2,1348,228,245,148,1299,1
2128,190,13,60,-3,1333,219,250,161,1302,1
2132,203,17,60,0,1317,210,253,173,1307,1
2110,163,7,0,0,1195,227,242,148,1266,1
2112,236,3,30,-8,1187,213,242,166,1250,1
2133,321,28,30,15,1165,136,200,197,1207,1
2199,82,19,190,73,1207,242,204,84,600,1
2187,138,19,134,62,1173,246,229,103,553,1
2178,131,26,108,53,1158,251,216,76,531,1
2165,127,30,85,40,1142,253,206,58,509,1
2151,133,31,67,31,1128,251,208,61,488,1
2131,147,27,30,11,1100,244,225,91,450,1
2111,338,7,0,0,1064,205,230,164,402,1
2271,23,12,0,0,931,213,215,137,417,1
2947,351,23,240,134,270,172,194,155,808,0
2285,106,7,210,23,175,232,232,132,277,1
2148,146,21,30,6,1231,244,232,106,1233,1
2142,157,17,0,0,1249,236,240,128,1263,1
2143,203,24,0,0,1284,200,253,176,1323,1
2153,208,32,30,10,1302,181,249,184,1321,1
2129,142,5,30,1,1357,228,239,144,1323,1
2126,333,4,30,-6,1307,210,234,163,1332,1
2136,236,17,60,0,1262,187,253,199,1347,1
2126,128,20,30,7,1198,248,224,95,1340,1
2111,111,6,0,0,1177,230,234,137,1307,1
2114,326,5,30,0,1167,206,234,166,1291,1
2119,303,19,60,-1,1150,163,227,202,1262,1
2256,44,19,277,120,1302,221,195,102,716,1
2248,64,20,255,112,1284,234,195,85,691,1
2160,105,27,67,35,1168,253,195,51,531,1
2143,110,28,42,18,1154,254,196,50,511,1
2129,121,22,30,9,1140,251,216,80,492,1
2120,127,12,0,0,1127,240,232,121,474,1
2118,62,6,0,0,1115,225,228,138,458,1
2116,353,13,0,0,1103,196,216,157,443,1
2166,320,18,0,0,1020,170,219,188,458,1
2275,315,12,30,4,968,187,230,183,430,1
2284,114,6,180,22,192,230,234,138,285,1
2148,121,18,30,6,1240,248,223,96,1206,1
2142,133,12,0,0,1256,239,234,124,1236,1
2140,135,5,0,0,1273,228,238,144,1266,1
2138,124,3,30,-3,1290,225,237,146,1296,1
2135,182,8,0,0,1308,223,246,156,1325,1
2136,203,20,0,0,1326,206,253,175,1351,1
2128,342,9,0,0,1332,202,227,164,1353,1
2132,353,15,0,0,1282,193,213,157,1362,1
2137,13,12,0,0,1266,208,215,142,1366,1
2130,38,5,30,-6,1250,220,228,144,1371,1
2133,233,9,30,0,1235,205,249,181,1377,1
2111,238,3,0,0,1148,214,242,166,1333,1
2118,299,9,30,7,1138,196,237,181,1317,1
2118,317,11,60,4,1129,191,231,179,1302,1
2126,296,21,85,16,1121,157,229,210,1288,1
2278,58,17,268,132,1364,230,203,100,782,1
2235,113,23,212,99,1290,252,208,70,684,1
2195,98,22,134,69,1240,249,204,72,616,1
2187,107,22,108,61,1224,251,208,73,594,1
2140,109,28,30,15,1181,254,195,48,534,1
2125,109,17,0,0,1167,247,219,96,516,1
2280,53,12,0,0,990,227,213,118,390,1
2279,306,9,30,5,997,196,235,179,418,1
2059,322,17,0,0,569,174,221,186,726,1
2985,239,8,319,49,319,205,247,180,1418,0
2175,336,11,0,0,1033,194,225,169,525,1
2157,190,19,0,0,1075,217,251,160,824,1
2160,199,24,0,0,1087,203,252,171,853,1
2169,197,31,0,0,1100,194,247,167,883,1
2145,103,13,0,0,1266,242,222,108,1209,1
2139,354,9,30,-2,1298,206,225,158,1269,1
2133,240,9,30,-2,1368,203,248,182,1380,1
2135,347,17,0,0,1326,186,211,162,1381,1
2139,341,25,0,0,1308,161,195,168,1383,1
2133,42,17,0,0,1224,220,200,110,1401,1
2130,45,5,0,0,1209,221,229,143,1406,1
2129,159,6,0,0,1195,226,241,149,1412,1
2128,172,9,30,0,1181,226,245,151,1419,1
2122,129,19,30,7,1155,247,226,99,1406,1
2115,135,16,0,0,1142,244,231,111,1390,1
2110,283,9,0,0,1120,194,241,186,1358,1
2119,299,12,30,8,1110,187,236,189,1343,1
2130,283,18,67,6,1092,167,238,209,1315,1
2312,52,10,324,149,1398,226,218,125,953,1
2305,80,9,295,142,1434,233,223,122,900,1
2299,91,12,283,141,1445,238,221,111,875,1
2239,120,27,212,99,1332,254,205,60,726,1
2205,120,26,150,75,1282,253,207,64,658,1
2163,125,30,67,37,1235,253,203,54,595,1
2147,122,31,42,21,1221,254,199,48,576,1
2132,117,24,30,7,1207,253,209,69,558,1
2200,341,24,0,0,1082,164,198,169,576,1
2214,317,12,0,0,1090,187,229,182,636,1
2216,284,10,0,0,1095,191,240,189,612,1
2058,329,8,0,0,607,200,230,169,768,1
2865,53,9,0,0,242,226,221,129,2181,0
2279,151,9,120,17,234,231,240,140,309,1
2192,159,16,0,0,816,235,241,131,420,1
2191,190,18,0,0,841,218,251,161,421,1
2157,8,7,30,0,1115,212,227,152,859,1
2154,187,20,0,0,1140,218,250,157,918,1
2149,107,18,30,4,1276,247,216,90,1184,1
2144,22,7,0,0,1291,216,225,146,1213,1
2150,352,26,42,12,1323,166,187,152,1273,1
2141,328,9,30,6,1341,199,230,171,1410,1
2128,27,9,0,0,1154,217,221,140,1448,1
2126,72,10,0,0,1140,232,220,119,1448,1
2117,88,17,30,2,1127,243,211,92,1431,1
2116,307,17,0,0,1092,173,228,195,1384,1
2124,317,13,0,0,1082,186,229,182,1370,1
2125,307,7,30,1,1072,201,236,175,1355,1
2131,271,15,60,7,1063,179,244,204,1342,1
2328,67,12,339,145,1340,232,215,113,1020,1
2310,114,14,300,127,1374,243,225,108,967,1
2304,135,14,283,141,1392,241,233,118,942,1
2292,136,19,256,129,1429,246,229,104,890,1
2285,138,20,242,127,1448,246,229,102,865,1
2269,133,24,216,111,1410,250,221,85,816,1
2259,126,25,201,101,1392,252,213,73,792,1
2246,118,27,190,100,1374,254,204,59,768,1
2205,128,26,150,69,1323,252,214,73,700,1
2194,128,28,127,58,1307,252,209,64,679,1
2181,124,29,108,51,1291,253,204,56,658,1
2227,346,23,0,0,1124,168,195,161,607,1
2231,345,20,0,0,1130,177,205,164,577,1
2230,337,14,0,0,1136,189,221,170,547,1
2280,4,7,0,0,1048,211,227,153,371,1
2058,9,5,0,0,646,215,230,153,811,1
2063,321,17,0,0,618,175,222,186,787,1
2769,117,17,67,19,2040,246,222,99,745,0
2776,8,21,85,28,2465,190,192,134,644,0
2198,126,13,0,0,787,242,231,115,395,1
2187,205,4,0,0,882,217,243,162,395,1
2199,188,24,0,0,932,215,249,155,408,1
2159,335,7,0,0,1110,205,231,165,779,1
2173,348,28,30,17,1131,157,183,157,837,1
2152,45,14,0,0,1167,223,210,118,924,1
2147,207,4,0,0,1181,217,244,163,953,1
2154,219,21,30,7,1195,192,254,192,983,1
2166,207,28,30,13,1209,189,252,183,1012,1
2151,328,22,0,0,1317,160,208,184,1218,1
2137,24,21,30,7,1128,203,189,115,1477,1
2123,46,23,0,0,1100,220,184,88,1456,1
2115,335,19,30,8,1075,174,211,175,1425,1
2130,341,13,0,0,1053,192,220,166,1396,1
2128,4,7,30,4,1044,211,227,153,1382,1
2129,275,12,42,-2,1034,188,243,194,1369,1
2326,261,6,404,143,1242,205,243,177,1140,1
2332,225,3,361,144,1279,215,242,165,1087,1
2315,119,21,297,132,1332,250,217,84,1008,1
2285,142,21,228,122,1406,245,229,101,907,1
2276,140,23,216,113,1425,247,226,95,882,1
2268,140,24,201,110,1445,247,225,92,858,1
2259,138,26,190,101,1434,249,221,84,834,1
2249,134,26,175,91,1416,250,217,78,811,1
2225,114,25,153,79,1381,253,206,65,765,1
2198,104,23,127,58,1348,251,203,66,721,1
2184,108,26,108,48,1333,253,200,58,700,1
2171,114,27,85,35,1317,254,200,55,680,1
2132,106,16,30,6,1275,246,219,97,624,1
2250,313,12,0,0,1155,189,231,182,454,1
2254,312,13,0,0,1142,185,230,185,424,1
2260,310,13,0,0,1131,185,231,186,395,1
2264,310,11,0,0,1120,189,232,183,365,1
2291,129,16,0,0,1065,244,229,108,306,1
2284,4,3,0,0,1071,215,233,155,335,1
2032,61,12,0,0,295,230,214,115,547,1
2943,233,15,108,27,324,194,252,193,1325,0
2270,148,12,60,8,283,236,239,131,342,1
2205,139,22,0,0,764,247,227,97,379,1
2225,172,28,30,8,1090,224,239,127,242,1
2161,310,4,0,0,1129,209,237,166,759,1
2165,309,19,0,0,1138,164,224,198,787,1
2178,314,30,30,19,1148,127,201,206,816,1
2156,18,28,0,0,1207,187,170,107,960,1
2153,217,2,0,0,1235,217,241,161,1019,1
2157,177,18,0,0,1282,226,247,147,1106,1
2153,326,20,0,0,1329,165,213,185,1194,1
2138,13,11,0,0,1025,209,217,144,1422,1
2320,150,8,404,139,1200,231,240,141,1181,1
2325,198,17,361,142,1237,212,252,169,1128,1
2327,188,15,339,144,1256,220,250,159,1101,1
2298,129,21,255,115,1326,249,222,90,999,1
2289,133,21,234,106,1345,248,225,95,973,1
2274,142,23,201,111,1383,246,227,96,924,1
2257,141,25,175,94,1423,247,225,91,876,1
2248,137,26,162,90,1443,249,221,83,853,1
2237,136,26,150,79,1440,249,219,81,830,1
2228,134,25,134,70,1423,250,220,83,807,1
2219,128,23,124,61,1406,250,219,83,785,1
2151,113,25,42,15,1329,253,205,64,684,1
2130,82,7,0,0,1301,230,228,132,649,1
2133,322,11,0,0,1289,191,229,177,633,1
2276,326,18,0,0,1138,174,218,183,331,1
2292,108,13,0,0,1090,241,225,111,272,1
2068,65,5,0,0,725,225,230,140,895,1
2036,102,17,0,0,313,246,215,91,573,1
2886,102,16,339,120,1813,245,218,98,1099,0
2971,198,16,124,22,1293,214,252,168,1599,0
2205,123,21,0,0,764,250,219,87,362,1
2198,11,4,0,0,785,216,232,153,351,1
2224,133,20,0,0,1130,248,226,96,272,1
2212,164,8,0,0,1120,228,243,147,272,1
2214,219,6,0,0,1116,213,246,170,277,1
2222,191,22,30,8,1110,213,251,161,324,1
2226,186,23,30,11,1110,217,249,153,342,1
2216,145,6,0,0,1110,228,239,144,404,1
2213,139,5,0,0,1110,227,238,145,426,1
2215,193,12,0,0,1110,219,249,163,450,1
2161,74,8,0,0,1150,230,224,127,741,1
2162,289,9,0,0,1158,196,239,183,769,1
2127,255,5,30,-4,977,209,243,172,1423,1
2138,252,20,42,8,968,170,249,214,1410,1
2326,87,20,404,146,1158,244,204,80,1221,1
2314,122,16,382,134,1176,245,226,105,1195,1
2311,167,18,361,130,1195,232,244,135,1168,1
2310,191,23,339,129,1214,212,250,160,1142,1
2318,193,23,319,135,1231,211,251,164,1116,1
2291,131,22,234,108,1302,249,222,88,1015,1
2282,132,21,212,99,1321,248,224,94,990,1
2264,133,23,175,81,1360,249,222,88,942,1
2238,134,24,134,75,1421,249,220,84,872,1
2228,134,26,124,70,1442,250,218,80,850,1
2218,138,25,108,60,1448,248,222,86,828,1
2201,139,24,90,43,1415,248,225,91,785,1
2180,117,31,67,40,1384,254,194,42,745,1
2147,116,22,30,11,1355,251,213,77,708,1
2297,68,8,0,0,1116,228,225,130,240,1
2071,87,10,30,3,765,235,224,119,912,1
2072,327,13,0,0,738,189,225,176,914,1
2253,170,5,0,0,404,224,242,153,474,1
2253,191,7,0,0,424,220,246,161,499,1
2203,18,6,0,0,785,216,227,149,335,1
2219,110,10,0,0,1159,237,230,123,301,1
2220,340,15,0,0,1146,186,216,168,306,1
2214,357,5,0,0,1140,213,231,157,335,1
2215,323,9,0,0,1140,196,230,174,350,1
2217,340,12,0,0,1140,195,223,166,366,1
2219,0,14,0,0,1140,199,214,151,384,1
2221,354,17,0,0,1140,189,207,155,404,1
2226,356,21,30,7,1140,183,198,150,424,1
2212,245,10,0,0,1140,200,248,186,492,1
2164,40,16,0,0,1179,220,204,114,752,1
2162,322,8,0,0,1187,200,232,172,780,1
2172,261,18,30,10,1195,172,247,211,808,1
2137,54,20,0,0,959,227,192,89,1463,1
2132,252,14,30,2,940,188,249,198,1438,1
2144,249,27,60,14,931,152,247,225,1426,1
2340,99,21,404,159,1116,249,206,75,1262,1
2326,103,24,382,145,1134,252,200,62,1235,1
2312,113,22,361,132,1153,252,211,75,1209,1
2301,141,19,339,121,1172,244,232,109,1183,1
2306,183,21,277,123,1224,220,249,151,1107,1
2304,143,18,255,121,1242,243,234,113,1082,1
2293,118,21,234,105,1260,251,215,82,1057,1
2281,119,19,212,93,1279,249,220,92,1032,1
2257,118,22,150,74,1338,251,214,78,960,1
2245,128,23,134,62,1358,251,218,81,937,1
2238,139,24,124,75,1379,248,224,90,914,1
2229,138,27,108,66,1400,249,219,80,892,1
2206,141,28,85,48,1442,247,220,82,849,1
2199,146,27,67,41,1456,245,225,90,828,1
2190,147,28,60,32,1441,244,224,88,807,1
2181,143,29,60,23,1425,246,219,80,787,1
2170,129,31,42,24,1410,252,205,56,768,1
2140,109,14,0,0,1382,243,224,108,732,1
2260,126,4,0,0,295,227,237,145,366,1
2251,175,5,0,0,467,223,243,154,541,1
2212,129,23,0,0,768,251,218,82,342,1
2206,24,3,0,0,787,218,233,152,324,1
2220,48,7,0,0,1189,223,224,136,331,1
2169,338,11,0,0,1224,195,224,168,819,1
2175,223,10,0,0,1233,208,250,178,847,1
2177,192,19,0,0,1243,215,251,163,875,1
2344,117,17,404,160,1074,247,222,97,1302,1
2333,109,22,382,149,1092,251,209,75,1276,1
2320,102,24,361,139,1110,252,200,62,1250,1
2294,114,19,319,114,1148,249,218,89,1199,1
2289,157,16,297,109,1165,236,241,130,1173,1
2289,190,21,277,108,1182,215,251,160,1148,1
2293,199,22,255,112,1200,207,253,171,1123,1
2290,116,17,212,107,1237,247,222,97,1074,1
2274,109,17,170,86,1276,247,218,94,1026,1
2253,115,24,127,70,1316,252,209,70,979,1
2194,145,31,60,31,1421,245,217,75,870,1
2183,150,31,42,25,1443,241,221,83,850,1
2175,152,31,30,17,1465,240,223,88,830,1
2165,149,28,30,7,1451,243,225,91,811,1
2156,135,22,30,10,1437,248,224,92,792,1
2146,100,14,0,0,1422,243,219,102,774,1
2140,21,10,0,0,1409,214,219,141,757,1
2325,302,8,95,23,1184,199,237,177,162,1
2338,248,9,150,12,1176,202,247,183,108,1
2309,51,3,0,0,1170,221,232,148,162,1
2312,344,8,0,0,1172,203,227,163,190,1
2083,316,15,0,0,793,178,225,187,886,1
2055,45,11,0,0,391,223,217,127,660,1
2826,29,14,242,68,2520,214,208,127,759,0
2247,68,4,0,0,509,224,231,142,582,1
2246,204,5,0,0,531,217,244,163,607,1
2216,132,19,0,0,774,247,226,100,339,1
2216,100,23,0,0,1200,250,203,69,509,1
2175,18,24,30,6,1262,194,183,117,859,1
2173,22,13,30,-1,1271,211,211,134,886,1
2172,296,8,0,0,1282,197,238,180,914,1
